Latitude,Longitude,Height
32.129635,118.816926,10
32.122951,118.822901,10
32.130017,118.818755,10
32.126161,118.821254,10
32.129436,118.818549,10
32.130973,118.816252,10
32.12703,118.823313,10
32.126779,118.822493,10
32.124997,118.818888,10
32.131362,118.818868,10
