Latitude,Longitude,Height
32.159011,118.808207,10
32.160212,118.805504,10
32.162352,118.808476,10
32.15785,118.801815,10
32.163997,118.805977,10
32.16214,118.807136,10
32.164657,118.802405,10
32.163758,118.802803,10
32.162063,118.802485,10
32.16549,118.809555,10
32.162253,118.803082,10
