Latitude,Longitude,Height
32.212926,118.891529,10
32.21367,118.8997,10
32.217222,118.896516,10
32.215538,118.894025,10
32.216493,118.89358,10
32.220244,118.89708,10
32.217159,118.900215,10
32.218223,118.899932,10
32.216359,118.899003,10
