Latitude,Longitude,Height
32.105045,118.766428,10
32.105485,118.765268,10
32.106438,118.766959,10
32.106022,118.762583,10
32.105243,118.766481,10
32.099669,118.76567,10
32.099395,118.766968,10
32.106029,118.76126,10
32.103875,118.765324,10
32.100776,118.76425,10
