Latitude,Longitude,Height
32.221149,118.903858,10
32.22303,118.903099,10
32.220324,118.900325,10
32.218808,118.9016,10
32.221358,118.897765,10
32.22126,118.896182,10
32.224865,118.895775,10
32.22186,118.902415,10
32.224918,118.900166,10
32.225743,118.901107,10
32.222786,118.904377,10
