Latitude,Longitude,Height
32.010995,118.730263,10
32.007124,118.728507,10
32.014841,118.732846,10
32.009482,118.727263,10
32.009523,118.725635,10
32.009877,118.731731,10
32.007645,118.732169,10
32.015456,118.727226,10
