Latitude,Longitude,Height
32.061395,118.750488,10
32.059756,118.754105,10
32.052624,118.75334,10
32.058127,118.747324,10
32.051666,118.752946,10
32.061099,118.753513,10
32.052137,118.74909,10
32.053884,118.746735,10
32.06132,118.754655,10
32.057991,118.753984,10
32.05727,118.7475,10
32.052752,118.754726,10
