Latitude,Longitude,Height
32.044277,118.694814,10
32.042608,118.696519,10
32.047702,118.693383,10
32.043511,118.697067,10
32.045727,118.697042,10
32.047512,118.694514,10
32.042115,118.692528,10
32.050839,118.690874,10
