Latitude,Longitude,Height
32.009466,118.864173,10
32.016326,118.861429,10
32.012623,118.857645,10
32.014769,118.862412,10
32.010626,118.856009,10
32.009612,118.863522,10
32.009774,118.855584,10
32.014613,118.864063,10
32.016257,118.859483,10
32.007402,118.862402,10
