Latitude,Longitude,Height
32.013616,118.707901,10
32.01514,118.705189,10
32.016662,118.702156,10
32.011914,118.707552,10
32.013318,118.70732,10
32.015128,118.701438,10
32.012623,118.701746,10
32.019345,118.70943,10
