Latitude,Longitude,Height
32.096964,118.777954,10
32.096749,118.777617,10
32.098091,118.778141,10
32.09703,118.776792,10
32.097199,118.771445,10
32.103346,118.777015,10
32.103199,118.777806,10
32.099611,118.774457,10
32.097822,118.775922,10
32.106004,118.773645,10
32.100852,118.77344,10
