Latitude,Longitude,Height
32.028506,118.822753,10
32.032361,118.81959,10
32.031364,118.816949,10
32.030049,118.821539,10
32.036297,118.824304,10
32.034436,118.823824,10
32.036183,118.817425,10
32.032251,118.822422,10
32.034373,118.821992,10
32.026948,118.824628,10
