Latitude,Longitude,Height
32.089755,118.772418,10
32.09166,118.778333,10
32.096361,118.780122,10
32.091712,118.772984,10
32.095991,118.777362,10
32.090733,118.773368,10
32.09613,118.776619,10
32.087507,118.77389,10
