Latitude,Longitude,Height
32.203067,118.793774,10
32.202775,118.79499,10
32.202876,118.787607,10
32.205569,118.791921,10
32.203937,118.794044,10
32.207211,118.793234,10
32.202026,118.792568,10
32.202936,118.785769,10
32.207753,118.791463,10
32.206522,118.789335,10
32.20265,118.789624,10
32.206167,118.786385,10
