Latitude,Longitude,Height
32.019172,118.815902,10
32.026192,118.817752,10
32.019766,118.820094,10
32.02538,118.819161,10
32.018053,118.81419,10
32.017939,118.814039,10
32.01933,118.818623,10
32.017416,118.81734,10
32.024136,118.817783,10
32.017701,118.817966,10
32.019823,118.819841,10
