Latitude,Longitude,Height
32.014769,118.875032,10
32.01173,118.867454,10
32.009273,118.875157,10
32.015728,118.874645,10
32.008209,118.866211,10
32.006855,118.869621,10
32.008767,118.873681,10
32.008504,118.872794,10
32.015464,118.865831,10
32.014686,118.870818,10
32.012202,118.865484,10
32.012074,118.872801,10
