Latitude,Longitude,Height
32.109511,118.813613,10
32.112718,118.812703,10
32.10914,118.817522,10
32.116061,118.817548,10
32.111466,118.815628,10
32.109443,118.812163,10
32.111536,118.819945,10
32.109077,118.816597,10
32.110404,118.815336,10
32.11409,118.811832,10
