Latitude,Longitude,Height
32.192803,118.808091,10
32.199876,118.804358,10
32.200382,118.802773,10
32.193821,118.80249,10
32.193838,118.803617,10
32.19494,118.81036,10
32.200933,118.80338,10
32.193565,118.805976,10
32.192454,118.804584,10
32.191927,118.809745,10
