0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0.01,0,-1,-1,-1,0,0,0.01,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0,0,0.02,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0.01,0.02,0.01,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0,-1,-1,-1,-1,-1,0.01,0,0.01,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0.01,0,0.02,0.01,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0.01,0,0.01,0,0.01,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0
0,0,0,0,0,-1,0,0,0,0,0,0.02,0,-1,-1,0,0.01,0.01,0.01,0,0.01,0.02,0.01,0.02,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0.01,0,0,-1,-1,-1,-1,-1,-1,0,0.01,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0
0,0,0,0,0,0,0,0,-1,-1,-1,0.01,0,-1,-1,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0,0,0,0.01,0,0.01,0,0,0.03,0,0,0.01,0,0,0,0,0.01,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0
0,0,0,0,0,0,0.01,0,-1,-1,-1,0,0,-1,-1,0,0,0,0.02,0,0,0,0.01,0,0.01,0,0.01,0.01,0.02,0.01,0,0.01,0.01,0.02,0,0,0,0.01,0,0,0,0,0,-1,-1,-1,0,0.01,0.03,0,0,0.01,0.02,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0
0,0,0,0,0,0,0,0.01,0,-1,-1,0,0.02,-1,-1,0.01,0,0.01,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.02,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
0,0,0,0,0.01,0,0,0,0,-1,0,0.01,0,-1,0.02,0,0,0,0,-1,-1,-1,-1,0.03,0.01,0.03,0,0,0,0,0,0.03,0.02,0.02,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
0,0,0,0,0,0,0,0,-1,-1,-1,0,0.01,-1,0.02,0,0,0.01,0.01,0,-1,-1,-1,0,0,0,0.01,0.01,0,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,0,0
0,0,0.02,0.01,0,0,0.01,0,-1,-1,-1,0,0,-1,-1,0.01,0.01,0,0,0.01,0,0.01,0.02,0,0.01,0,0,0,0,0.01,0.01,0,0.03,0.02,0,0,0.01,0,0.01,0,0,0.01,0.02,0.01,0.01,0,0.01,0,0.01,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,-1,-1,0.01,0,0.01,0.01,0,0,0.01,0,0.02,0,0.02,0.01,0.01,0.01,0,0.03,0.02,0.02,0,0,0,0.01,0.01,0,0,0,0.01,-1,-1,-1,-1,0.01,0,0,0.02,0.01,0.01,0.01,-1,-1,-1,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01,0,0.01,0.01,0,0,0.01,0,0,0,0,0,0.03,0.01,0,0,0.02,0.01,0.01,0,0,0.01,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,-1,-1,-1,-1,-1,-1,0.01,0,0,0.01,0,-1,-1,-1,-1,-1,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.03,0.01,0.01,0,0,0,0.02,0,0,0,0,0.02,0.02,0.01,0.01,0,0,0,0.01,0.01,0.03,0.01,0,0,0.01,0,0,0,0,-1,-1,-1,-1,-1,-1,0.02,0.01,0.01,0.02,-1,-1,-1,-1,-1,-1,0,0,0.01,0.02,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
