0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0.01,-1,-1,-1,-1,0.01,0,-1,-1,0,-1,-1,-1,-1,0.01,-1,0.01,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,-1,-1,-1,0.02,-1,-1,-1,-1,-1,-1,-1,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0.01,0,0,0,0,-1,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,-1,0.01,0,0,0,0,0,0,0,0,0,0,0.01,-1,0,0,0.01,0,0,0,0.01,0,0.01,0.01,0.01,0.02,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0,0.04,0,0,0.01,0.01,0,0.02,0,0.01,0.01,0.03,0.01,0.01,0,0,0.01,0,0.01,0.02,0.01,0.01,0,0.01,0.02,0.01,0,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0.01,0.01,0,0,-1,0,0,-1,-1,-1,0.01,0.01,0,0,0.01,-1,0.02,0.01,-1,-1,0.01,-1,-1,-1,-1,-1,-1,-1,0.05,0.02,0.04,0.04,0.02,-1,-1,-1,-1,-1,-1,0.01,-1,-1,-1,0.01,-1,-1,-1,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.02,0,0.01,0,0.01,0,0,0.01,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0.02,0.01,0,0.01,0,0,0,0,0.02,0,0,0.01,0.02,0,0.02,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,-1,-1,0,0,0,0.01,-1,-1,-1,0,0.01,0,0,0,0.02,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.02,-1,-1,-1,0.03,-1,-1,-1,0.01,-1,-1,-1,0.04,-1,-1,-1,0.03,0,-1,-1,-1,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0,0.01,-1,-1,-1,-1,-1,0,0.01,0.02,0,0,0.01,0.01,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
0,0,0,0,0,0.01,0,-1,-1,0,0.01,0,0,0,0.01,-1,-1,-1,-1,0,0,0,0.01,-1,0,0.03,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.03,-1,-1,0.1,0.05,-1,-1,0.01,0.05,-1,-1,-1,0.03,-1,-1,-1,0.01,-1,-1,-1,-1,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,0,0,0.01,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.02,0.01,0,0.01,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0.01,0,0,0,0.01,-1,-1,0.01,0.01,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0.02,0.01,0.02,0,0,0,0,0,0.01,0.01,-1,-1,-1,0.01,0.04,-1,-1,-1,-1,-1,-1,0.07,0.02,-1,-1,-1,0,-1,-1,-1,0.02,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.01,0,0.01,-1,0,0.01,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.01,0,0.01,0,0.01,0.01,0.02,-1,-1,-1,-1,-1,-1,-1,-1,0,0.01,0,0
0,0,0,0,0,-1,-1,0,0,0,0.01,-1,-1,-1,-1,0,0,0.01,0,0,0.02,-1,-1,0,-1,-1,0.01,0.03,0,0.01,0.01,0.03,0,0.01,0.04,0.03,-1,-1,-1,-1,-1,-1,0.13,0.1,0.04,-1,-1,-1,0.02,-1,-1,-1,0.05,-1,-1,-1,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0.01,0.02,-1,0.01,0,0.03,0,0.04,0,0,0.01,0,0.01,0.02,0.01,0,0.01,0.01,0.01,0,0,0.01,-1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0.02,0,0,0,0.02,0,0.01,0.01,0.01,0.02,0.01,0,0.02,0.01,0,0.02,0.01,0.01,0,0.01,0.01,0,0.03,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,-1,-1,-1,-1,-1,0.02,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0.01,-1,-1,-1,0.01,0.01,-1,0.01,-1,-1,-1,-1,-1,0,0.02,-1,-1,0.03,0.01,0.01,0.07,0.06,0.12,0.08,0.14,-1,-1,0.16,-1,0.08,0.11,0.07,0.07,0.03,-1,-1,-1,-1,-1,-1,-1,0,0,0.01,0.02,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,-1,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0.01,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.02,0,0.01,0,0.02,0.02,0.01,0.01,0.01,0,0,-1,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0.01,0,0.01,0,0,0.03,0.01,0.03,0.02,0.01,0,0.01,0.02,0.02,0.01,0.02,0.02,0,0.01,0,0,0.03,0.01,0,0.01,0.01,0,0.01,0,0,0,-1,-1,-1,-1,-1,0,0.01,0,0,0,0,0
0,0,0,-1,-1,0.02,0,0.01,-1,-1,-1,-1,0.01,0.01,-1,-1,-1,0,0.01,0,0,0.02,0,0,0,0.01,0,-1,0,0.03,-1,-1,-1,-1,-1,-1,0.05,0.12,0.09,0.24,0.23,0.41,0.2,0.07,0.03,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.01,0.01,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0.01,0,0,0.02,0,-1,-1,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0.02,0.01,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0.01,0.03,0,0.02,0.02,0,0,0,0,0.02,0.01,0.02,0.01,0.01,0.04,0.01,0.01,0,-1,0,0.01,0,0.03,0.01,0,0,0.03,-1,-1,-1,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0,0,-1,-1,-1,-1,0,0.01,0,0.01,-1,0,0.01,0,0.03,0.01,0,0,0,-1,-1,-1,0,0,0.01,0.04,-1,0.01,-1,-1,-1,-1,-1,-1,0.2,0.38,0.65,0.76,0.36,0.13,0.06,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0.01,0,0,0,0.01,0.02,-1,0,0,0.01,0.02,-1,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0,0.01,0,0,0,0,0.01,-1,-1,-1,-1,-1,0,0,0,0,0.03,0,0.01,0,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0,0.01,0.02,0.04,0.01,0.02,0,0.03,-1,-1,-1,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0.02,0,-1,-1,0.02,-1,0,0,0,0,0.01,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0.01,-1,-1,-1,-1,-1,0.03,-1,-1,0.12,-1,0.54,0.48,0.2,0.08,0.02,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,-1,-1,0,0,0,0,0.02,0.01,0,0.01,0.01,0.01,0.02,0,0,0.02,0.01,0,0,0,-1,0.03,0.03,0.01,-1,-1,-1,0.03,0,0,0.01,-1,0,0,0.01,0,0,0,0,-1,-1,-1,-1,0.01,0.01,0,0,0,0.01,-1,-1,-1,-1,-1,0.03,0.02,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.03,0.02,0.02,0.01,0.05,0.04,0.01,-1,-1,-1,-1,-1,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
